address_id;address;postcode;state;country;property_valuation
81;5037 Merchant Crossing;2226;New South Wales;Australia;11
82;289 Haas Street;2075;New South Wales;Australia;11
83;4423 Bartelt Parkway;2038;New South Wales;Australia;12
84;5 Grim Center;2069;New South Wales;Australia;12
85;73042 Roth Crossing;2100;New South Wales;Australia;11
86;171 Fordem Junction;2233;New South Wales;Australia;10
87;2640 Manley Point;2166;New South Wales;Australia;9
88;3 Hintze Pass;3133;VIC;Australia;10
89;2 Mcbride Road;3070;VIC;Australia;10
90;67234 Transport Hill;2777;New South Wales;Australia;7
91;72 Dorton Crossing;3133;VIC;Australia;10
92;6 Heffernan Center;2125;New South Wales;Australia;11
93;6088 Roxbury Hill;2766;New South Wales;Australia;8
94;105 Shelley Alley;2209;New South Wales;Australia;10
95;079 Merry Park;2160;New South Wales;Australia;9
96;8722 Summit Alley;2065;New South Wales;Australia;12
97;9554 Artisan Pass;2150;New South Wales;Australia;10
98;55850 Butterfield Road;2168;New South Wales;Australia;9
99;68 Little Fleur Crossing;2046;New South Wales;Australia;12
100;85688 New Castle Crossing;4171;QLD;Australia;10
101;8611 Loomis Lane;2155;New South Wales;Australia;10
102;7909 Pierstorff Crossing;2517;New South Wales;Australia;9
103;01 Muir Parkway;2096;New South Wales;Australia;12
104;0410 Division Junction;2750;New South Wales;Australia;8
105;41 Service Lane;2217;New South Wales;Australia;11
106;5 Moose Road;3977;VIC;Australia;8
107;7342 Fieldstone Junction;2093;New South Wales;Australia;12
108;0 David Terrace;3204;VIC;Australia;11
109;15239 Northwestern Point;4300;QLD;Australia;4
110;60 Oneill Street;2170;New South Wales;Australia;9
111;8194 Sachtjen Drive;3844;VIC;Australia;1
112;0349 Farmco Terrace;2168;New South Wales;Australia;8
113;185 Pennsylvania Way;4226;QLD;Australia;6
114;432 Longview Circle;3192;VIC;Australia;10
115;5814 Bunker Hill Street;3070;VIC;Australia;7
116;7 Carberry Crossing;2485;New South Wales;Australia;2
117;53 Talisman Trail;2097;New South Wales;Australia;9
118;5 Prairie Rose Road;4817;QLD;Australia;2
119;84 Florence Parkway;2516;New South Wales;Australia;8
120;739 Elmside Way;3074;VIC;Australia;8
121;684 Northport Circle;2213;New South Wales;Australia;10
122;8 Hagan Hill;4508;QLD;Australia;4
123;0 Pearson Crossing;4405;QLD;Australia;1
124;10918 Merry Way;2452;New South Wales;Australia;5
125;97 Coolidge Trail;2142;New South Wales;Australia;9
126;58 Helena Hill;2205;New South Wales;Australia;7
127;352 Forster Place;4132;QLD;Australia;3
128;12306 Lawn Street;2145;New South Wales;Australia;8
129;19392 7th Trail;4744;QLD;Australia;1
130;1605 Northfield Junction;2158;New South Wales;Australia;11
131;9674 Graceland Junction;3201;VIC;Australia;6
132;638 Thackeray Junction;4178;QLD;Australia;3
133;869 Forster Circle;2112;New South Wales;Australia;10
134;0 Golden Leaf Crossing;2033;New South Wales;Australia;9
135;215 Lindbergh Trail;4401;QLD;Australia;1
136;829 Washington Crossing;3186;VIC;Australia;9
137;585 Loomis Court;2097;New South Wales;Australia;11
138;68063 Blue Bill Park Center;3058;VIC;Australia;9
139;15673 Farmco Point;4017;QLD;Australia;6
140;22 Oxford Junction;2315;New South Wales;Australia;3
141;7245 Cottonwood Center;2285;New South Wales;Australia;5
142;20382 Spohn Alley;2219;New South Wales;Australia;11
143;12375 Cambridge Pass;2065;New South Wales;Australia;11
144;03 Granby Parkway;3216;VIC;Australia;8
145;939 Coleman Pass;4509;QLD;Australia;7
146;69914 Bowman Place;2330;NSW;Australia;7
147;34457 Springview Street;2759;NSW;Australia;9
148;992 Old Shore Trail;2069;NSW;Australia;12
149;453 Sheridan Street;2747;NSW;Australia;8
150;8 Mccormick Crossing;2227;NSW;Australia;8
151;63344 Holmberg Crossing;2025;NSW;Australia;10
152;9 Huxley Circle;3191;VIC;Australia;11
153;0 Hazelcrest Road;3025;VIC;Australia;8
154;2 Continental Plaza;2263;NSW;Australia;6
155;80 Duke Terrace;2233;NSW;Australia;10
156;860 Hintze Lane;2154;NSW;Australia;11
157;3723 Bunker Hill Circle;2065;NSW;Australia;10
158;5 Corry Court;2119;NSW;Australia;10
159;65105 Sommers Pass;3016;VIC;Australia;10
160;2054 Sommers Pass;4113;QLD;Australia;4
161;22371 Miller Trail;2032;NSW;Australia;10
162;35807 Oneill Way;4300;QLD;Australia;4
163;75612 Clarendon Junction;4352;QLD;Australia;6
164;16 Golf View Center;3020;VIC;Australia;6
165;93 Iowa Junction;2116;NSW;Australia;9
166;48 Cascade Terrace;3057;VIC;Australia;8
167;13950 Jackson Avenue;2099;NSW;Australia;11
168;35386 Mockingbird Road;3749;VIC;Australia;4
169;2 Randy Point;2766;NSW;Australia;8
170;6898 Redwing Park;2148;NSW;Australia;9
171;52273 Bay Place;3145;VIC;Australia;11
172;272 Montana Avenue;2021;NSW;Australia;8
173;82520 Mifflin Drive;2333;NSW;Australia;5
174;8 Dixon Parkway;2783;NSW;Australia;7
175;4 Dayton Terrace;2280;NSW;Australia;9
176;216 Barnett Junction;4120;QLD;Australia;8
177;8256 Annamark Court;3638;VIC;Australia;1
178;83012 Dapin Lane;4300;QLD;Australia;4
179;8 Haas Park;2074;NSW;Australia;10
180;50 Meadow Ridge Way;2880;NSW;Australia;1
181;3567 Northfield Lane;2430;NSW;Australia;5
182;0059 Brentwood Road;4560;QLD;Australia;7
183;0274 Oneill Alley;2088;NSW;Australia;10
184;4179 Carioca Terrace;2220;NSW;Australia;11
185;59265 Sullivan Junction;3031;VIC;Australia;4
186;7 Warbler Point;2250;NSW;Australia;9
187;3 Buell Park;2261;NSW;Australia;7
188;0 Bay Center;3196;VIC;Australia;6
189;10878 Waywood Way;4352;QLD;Australia;7
190;362 Mayer Terrace;4680;QLD;Australia;5
191;43 Upham Crossing;3143;VIC;Australia;9
192;0 Superior Drive;2747;NSW;Australia;8
193;8890 Golden Leaf Street;2063;NSW;Australia;12
194;5484 Hagan Crossing;3021;VIC;Australia;7
195;7451 Jana Lane;2138;NSW;Australia;8
196;7 Havey Point;4005;QLD;Australia;2
197;32 Steensland Plaza;2233;NSW;Australia;9
198;107 Elmside Parkway;4811;QLD;Australia;5
199;2 Gina Junction;2085;NSW;Australia;11
200;4 Londonderry Lane;3084;VIC;Australia;10
201;39716 Vera Junction;3170;VIC;Australia;9
202;183 Ronald Regan Street;2066;NSW;Australia;9
203;2 Thierer Road;4113;QLD;Australia;8
204;056 Stone Corner Alley;4078;QLD;Australia;7
205;528 Mandrake Crossing;2222;NSW;Australia;11
206;19969 5th Parkway;3152;VIC;Australia;9
207;78 Rockefeller Park;2159;NSW;Australia;10
208;417 Transport Trail;4503;QLD;Australia;4
209;6327 Lunder Crossing;4655;QLD;Australia;4
210;811 Tony Road;4220;QLD;Australia;9
211;0 Northport Court;4012;QLD;Australia;3
212;231 Havey Court;2153;NSW;Australia;10
213;603 Kenwood Avenue;2070;NSW;Australia;11
214;09040 Myrtle Parkway;2015;NSW;Australia;8
215;05241 Shelley Park;2776;NSW;Australia;8
216;7 Pankratz Point;3011;VIC;Australia;8
217;51 Crescent Oaks Parkway;2761;NSW;Australia;8
218;49 Emmet Junction;2015;NSW;Australia;11
219;78 Surrey Place;2502;NSW;Australia;7
220;6236 Summerview Terrace;2110;NSW;Australia;12
221;682 Sheridan Avenue;2566;NSW;Australia;9
222;04139 Delladonna Place;2519;NSW;Australia;7
223;2 Scott Circle;2506;NSW;Australia;9
224;92253 Kensington Drive;2209;NSW;Australia;7
225;93 Westend Terrace;2116;NSW;Australia;10
226;4 5th Point;2075;NSW;Australia;11
227;11667 Blackbird Street;2226;NSW;Australia;10
228;0 Sommers Circle;2145;NSW;Australia;9
229;2 Northridge Street;2508;NSW;Australia;10
230;816 Spohn Center;2036;NSW;Australia;10
231;98 Service Court;2018;NSW;Australia;8
232;6 Morning Park;3666;VIC;Australia;2
233;4263 Hanson Place;2021;NSW;Australia;11
234;6159 Katie Street;2750;NSW;Australia;8
235;95 Eliot Street;4514;QLD;Australia;3
236;0 Westend Park;2525;NSW;Australia;9
237;39988 Porter Pass;4152;QLD;Australia;7
238;0796 Melody Park;2200;NSW;Australia;9
239;2914 Vahlen Lane;2250;NSW;Australia;8
240;65 Kinsman Trail;3023;VIC;Australia;6
241;07227 Hoard Terrace;3500;VIC;Australia;1
242;25503 Evergreen Drive;4300;QLD;Australia;5
243;2 2nd Plaza;2283;NSW;Australia;4
244;122 Melrose Drive;2102;NSW;Australia;10
245;37024 Anniversary Place;2204;NSW;Australia;11
246;91141 Huxley Parkway;2040;NSW;Australia;10
247;04 Fallview Trail;2749;NSW;Australia;8
248;8029 Gulseth Center;2304;NSW;Australia;7
249;77248 Columbus Drive;2340;NSW;Australia;7
250;0850 Schmedeman Drive;3580;VIC;Australia;1
251;131 Northfield Parkway;3355;VIC;Australia;2
252;5130 Manley Court;2287;NSW;Australia;7
253;879 Coolidge Point;2324;NSW;Australia;5
254;6759 Nevada Point;2323;NSW;Australia;6
255;8208 Parkside Point;2320;NSW;Australia;6
256;15 Straubel Way;4680;QLD;Australia;2
257;7 Eastlawn Street;2346;NSW;Australia;1
258;42067 Duke Terrace;2031;NSW;Australia;10
259;50 Everett Way;2064;NSW;Australia;9
260;454 Green Ridge Avenue;2176;NSW;Australia;10
261;19220 Evergreen Crossing;3195;VIC;Australia;9
262;109 Tomscot Avenue;2010;NSW;Australia;10
263;48 Arizona Drive;2768;NSW;Australia;10
264;92 Lyons Place;2752;NSW;Australia;9
265;47 Jana Junction;3802;VIC;Australia;7
266;90173 Oneill Place;3071;VIC;Australia;10
267;6262 Elgar Avenue;4735;QLD;Australia;2
268;5668 Corscot Circle;2065;NSW;Australia;12
269;8 Texas Plaza;3081;VIC;Australia;9
270;32062 Oak Terrace;3205;VIC;Australia;8
271;07158 Roth Pass;2165;NSW;Australia;4
272;370 Portage Parkway;3125;VIC;Australia;8
273;19795 Bultman Circle;4214;QLD;Australia;8
274;3 Corscot Crossing;2030;NSW;Australia;12
275;34 Kim Center;2036;NSW;Australia;11
276;8 Starling Pass;2767;NSW;Australia;8
277;36 Vidon Parkway;2798;NSW;Australia;6
278;8 Riverside Place;4211;QLD;Australia;5
279;28604 Bellgrove Circle;4508;QLD;Australia;6
280;2 Cottonwood Road;2032;NSW;Australia;11
281;58 Parkside Hill;2117;NSW;Australia;12
282;747 Thackeray Circle;4551;QLD;Australia;7
283;5583 Prairie Rose Trail;2765;NSW;Australia;8
284;071 Cardinal Point;3064;VIC;Australia;7
285;7169 North Lane;2023;NSW;Australia;9
286;6923 Tennessee Circle;2766;NSW;Australia;9
287;8207 Cascade Court;3810;VIC;Australia;5
288;2 Brentwood Place;4151;QLD;Australia;8
289;00 5th Lane;2830;NSW;Australia;2
290;807 Beilfuss Crossing;3030;VIC;Australia;7
291;76 Graedel Street;4812;QLD;Australia;6
292;29886 Crownhardt Crossing;2141;NSW;Australia;8
293;1 Drewry Junction;3810;VIC;Australia;7
294;83 Brickson Park Drive;3029;VIC;Australia;8
295;95 Almo Junction;2173;NSW;Australia;9
296;08 Golf View Plaza;3199;VIC;Australia;9
297;6170 Buena Vista Way;2320;NSW;Australia;7
298;0 Orin Place;4506;QLD;Australia;7
299;20924 Banding Crossing;2516;NSW;Australia;9
300;91193 Petterle Road;2035;NSW;Australia;11
301;01459 Fremont Place;2747;NSW;Australia;4
302;58 Spenser Circle;3030;VIC;Australia;3
303;93 Lawn Park;3152;VIC;Australia;9
304;5982 Mosinee Avenue;3340;VIC;Australia;5
305;37006 Hoard Circle;3182;VIC;Australia;7
306;06 Corry Pass;2450;NSW;Australia;9
307;099 Nova Plaza;2227;NSW;Australia;10
308;252 Mockingbird Plaza;2216;NSW;Australia;10
309;990 Kensington Park;3796;VIC;Australia;8
310;706 Anniversary Alley;3064;VIC;Australia;3
311;52 Corben Place;3197;VIC;Australia;10
312;4270 Loeprich Lane;3064;VIC;Australia;7
313;2 Clyde Gallagher Drive;2232;NSW;Australia;10
314;671 American Ash Way;2365;NSW;Australia;2
315;93 American Ash Avenue;2747;NSW;Australia;8
316;1108 Nevada Junction;4701;QLD;Australia;2
317;41 Spaight Road;4503;QLD;Australia;5
318;5 Schurz Place;4350;QLD;Australia;6
319;82 8th Alley;4210;QLD;Australia;9
320;84 Lawn Way;2223;NSW;Australia;9
321;0 Coolidge Avenue;4122;QLD;Australia;8
322;0 Graceland Plaza;2515;NSW;Australia;10
323;8717 Mandrake Place;4214;QLD;Australia;8
324;2 Thierer Lane;3437;VIC;Australia;8
325;19507 Red Cloud Park;3338;VIC;Australia;4
326;3 Golf Course Avenue;2203;NSW;Australia;9
327;042 Bunker Hill Avenue;2088;NSW;Australia;8
328;45793 Nancy Plaza;4226;QLD;Australia;8
329;314 Northland Plaza;4213;QLD;Australia;5
330;3093 Mockingbird Place;3356;VIC;Australia;2
331;82 Mcbride Trail;3223;VIC;Australia;6
332;24044 Bonner Hill;3032;VIC;Australia;8
333;1 Rowland Circle;3105;VIC;Australia;10
334;7 Arapahoe Pass;3101;VIC;Australia;12
335;7905 Spaight Alley;2763;NSW;Australia;8
336;8 Grayhawk Circle;2089;NSW;Australia;10
337;3 Lyons Road;2759;NSW;Australia;8
338;72419 Eagan Road;2040;NSW;Australia;10
339;6860 Green Ridge Avenue;2126;NSW;Australia;11
340;85 Straubel Park;2147;NSW;Australia;9
341;08 Ronald Regan Plaza;2251;NSW;Australia;9
342;44621 Linden Drive;2155;NSW;Australia;10
343;3 Moulton Lane;2153;NSW;Australia;9
344;7633 Mayer Plaza;2768;NSW;Australia;10
345;98 Westerfield Trail;3127;VIC;Australia;11
346;1826 Hazelcrest Park;3087;VIC;Australia;9
347;98 Sutteridge Point;3131;VIC;Australia;10
348;6 Sunbrook Center;4350;QLD;Australia;6
349;143 Elka Circle;3134;VIC;Australia;9
350;0293 Porter Crossing;2830;NSW;Australia;5
351;7447 Nevada Park;2193;NSW;Australia;8
352;7 Park Meadow Drive;4055;QLD;Australia;3
353;780 Carberry Place;3199;VIC;Australia;9
354;5337 Dennis Pass;2170;NSW;Australia;9
355;7 Debs Point;2322;NSW;Australia;4
356;708 Russell Parkway;2530;NSW;Australia;7
357;66286 Homewood Alley;2075;NSW;Australia;11
358;8728 Express Way;2340;NSW;Australia;7
359;93583 Moland Way;2066;NSW;Australia;12
360;18264 Maryland Way;4217;QLD;Australia;9
361;411 Homewood Lane;4020;QLD;Australia;5
362;8 Mariners Cove Drive;2096;NSW;Australia;10
363;279 Jenna Circle;2179;NSW;Australia;12
364;382 Maywood Parkway;4127;QLD;Australia;6
365;6085 Petterle Circle;3130;VIC;Australia;10
366;06324 Michigan Trail;4570;QLD;Australia;4
367;92808 Mallard Terrace;3215;VIC;Australia;4
368;841 Anderson Drive;3101;VIC;Australia;8
369;67884 Fair Oaks Parkway;3931;VIC;Australia;9
370;1823 Judy Center;3165;VIC;Australia;10
371;953 Eliot Crossing;2166;NSW;Australia;9
372;90761 Shasta Pass;3936;VIC;Australia;7
373;259 Barnett Crossing;2265;NSW;Australia;5
374;0 Brown Trail;2203;NSW;Australia;9
375;3467 Prairie Rose Lane;3034;VIC;Australia;7
376;24 Scoville Parkway;4670;QLD;Australia;1
377;010 Namekagon Parkway;2062;NSW;Australia;12
378;99826 Steensland Avenue;2162;NSW;Australia;5
379;28809 Mesta Pass;4170;QLD;Australia;8
380;201 Randy Parkway;3033;VIC;Australia;7
381;58211 Surrey Crossing;2170;NSW;Australia;9
382;720 Menomonie Avenue;2749;NSW;Australia;8
383;4604 Cordelia Drive;2144;NSW;Australia;10
384;3788 Service Trail;3805;VIC;Australia;8
385;8 Holy Cross Center;2047;NSW;Australia;9
386;740 Calypso Drive;2100;NSW;Australia;10
387;9457 Arizona Plaza;2642;NSW;Australia;2
388;75 Bartillon Street;3228;VIC;Australia;8
389;7 Reinke Junction;2145;NSW;Australia;10
390;7343 Washington Road;2287;NSW;Australia;5
391;3 Valley Edge Trail;3444;VIC;Australia;7
392;32 Farragut Avenue;2076;NSW;Australia;11
393;5 Florence Hill;4124;QLD;Australia;7
394;095 Prairieview Circle;3191;VIC;Australia;12
395;47226 Algoma Place;4305;QLD;Australia;3
396;564 Northview Junction;3195;VIC;Australia;11
397;5359 Alpine Hill;2579;NSW;Australia;5
398;586 Miller Parkway;2835;NSW;Australia;1
399;32571 Dixon Center;3337;VIC;Australia;3
400;333 Bunting Crossing;2536;NSW;Australia;4
401;1 Red Cloud Street;2770;NSW;Australia;8
402;07 New Castle Circle;2646;NSW;Australia;1
403;78152 Harper Parkway;2756;NSW;Australia;8
404;981 West Way;3133;VIC;Australia;10
405;8 Monterey Plaza;2066;NSW;Australia;9
406;25 Graceland Way;2750;NSW;Australia;8
407;41605 Mitchell Street;2750;NSW;Australia;8
408;42 Upham Pass;4558;QLD;Australia;3
409;17 Sunfield Road;2211;NSW;Australia;9
410;84549 Jenifer Crossing;2570;NSW;Australia;8
411;5449 Jenna Road;2170;NSW;Australia;9
412;05 Butternut Crossing;4552;QLD;Australia;4
413;7427 Fuller Trail;3082;VIC;Australia;8
414;713 Eastwood Terrace;2360;NSW;Australia;1
415;7526 Artisan Parkway;4223;QLD;Australia;8
416;3 Oriole Place;3183;VIC;Australia;7
417;690 Hanson Center;2330;NSW;Australia;3
418;509 Fisk Hill;2031;NSW;Australia;11
419;27 Petterle Center;4370;QLD;Australia;2
420;3 Annamark Avenue;3150;VIC;Australia;11
421;311 Dapin Point;2549;NSW;Australia;3
422;15082 Crest Line Plaza;3040;VIC;Australia;8
423;1 Carey Pass;2065;NSW;Australia;11
424;8 Moland Pass;2065;NSW;Australia;10
425;25386 Fallview Place;2340;NSW;Australia;3
426;8078 Talisman Trail;4209;QLD;Australia;7
427;6920 Dwight Circle;4173;QLD;Australia;7
428;9 Lukken Parkway;2065;NSW;Australia;10
429;09 Graceland Junction;3204;VIC;Australia;2
430;155 Basil Junction;2210;NSW;Australia;10
431;4284 Surrey Circle;2068;NSW;Australia;12
432;4 Almo Plaza;2085;NSW;Australia;10
433;91 Porter Pass;3064;VIC;Australia;7
434;007 Gerald Place;3074;VIC;Australia;4
435;8788 Armistice Trail;3806;VIC;Australia;8
436;1693 Artisan Hill;2259;NSW;Australia;6
437;532 Emmet Way;2260;NSW;Australia;8
438;3 Sutteridge Park;4074;QLD;Australia;6
439;25522 Mosinee Point;4215;QLD;Australia;7
440;421 Bobwhite Road;2160;NSW;Australia;6
441;41 Ronald Regan Center;3008;VIC;Australia;5
442;3 Loomis Crossing;2217;NSW;Australia;9
443;93 Jana Junction;2213;NSW;Australia;10
444;528 Buell Crossing;2748;NSW;Australia;10
445;261 Northport Lane;2567;NSW;Australia;7
446;98 Scott Parkway;2096;NSW;Australia;10
447;8385 Lien Drive;3192;Victoria;Australia;10
448;24919 Artisan Court;3015;Victoria;Australia;8
449;37093 Manitowish Center;2170;NSW;Australia;10
450;9 Monterey Point;4221;QLD;Australia;10
451;6 Mariners Cove Center;2233;NSW;Australia;10
452;572 Gerald Trail;2145;NSW;Australia;7
453;7 Farmco Trail;2759;NSW;Australia;9
454;19964 Nancy Drive;3121;Victoria;Australia;8
455;57 Columbus Road;4870;QLD;Australia;5
456;455 Hooker Lane;3337;Victoria;Australia;2
457;0777 Farwell Pass;2118;NSW;Australia;10
458;23 Glacier Hill Avenue;2259;NSW;Australia;6
459;8750 Lakewood Gardens Park;2760;NSW;Australia;7
460;0619 Dorton Plaza;3150;Victoria;Australia;11
461;3469 Service Road;2770;NSW;Australia;5
462;9 Dahle Place;2763;NSW;Australia;9
463;8 Dayton Park;2050;NSW;Australia;9
464;091 Farragut Crossing;3058;Victoria;Australia;9
465;70488 Logan Court;2074;NSW;Australia;12
466;0 Golf Lane;2120;NSW;Australia;11
467;663 Bellgrove Parkway;3812;Victoria;Australia;8
468;9907 Morningstar Pass;2147;NSW;Australia;9
469;29 South Point;3111;Victoria;Australia;9
470;91 Eagle Crest Circle;2567;NSW;Australia;9
471;781 Dorton Avenue;3012;Victoria;Australia;10
472;47 Dwight Road;4217;QLD;Australia;8
473;6674 Russell Center;2197;NSW;Australia;9
474;84041 Holy Cross Circle;2142;NSW;Australia;8
475;340 Northview Circle;2340;NSW;Australia;4
476;74011 Manufacturers Street;2320;NSW;Australia;6
477;30991 Macpherson Parkway;2155;NSW;Australia;9
478;40504 Tennyson Drive;2046;NSW;Australia;9
479;76369 Ridge Oak Place;3162;Victoria;Australia;9
480;51188 Annamark Hill;2037;NSW;Australia;9
481;00976 Sundown Lane;2428;NSW;Australia;3
482;87 Stone Corner Park;3141;Victoria;Australia;7
483;9 Westridge Road;3178;Victoria;Australia;9
484;4671 Buell Trail;3564;Victoria;Australia;2
485;3743 Melody Avenue;3550;Victoria;Australia;4
486;8670 Pine View Street;3070;Victoria;Australia;11
487;31 Twin Pines Trail;3775;Victoria;Australia;10
488;11731 3rd Hill;3004;Victoria;Australia;9
489;411 Lien Place;4226;QLD;Australia;10
490;431 Ilene Center;2026;NSW;Australia;10
491;4 Pond Parkway;3185;Victoria;Australia;9
492;61293 Delladonna Way;2015;NSW;Australia;9
493;6390 Truax Park;3012;Victoria;Australia;9
494;470 Bunting Center;2447;NSW;Australia;3
495;02 Boyd Crossing;3143;Victoria;Australia;7
496;2639 Brown Road;3910;Victoria;Australia;7
497;0897 Little Fleur Way;3621;Victoria;Australia;8
498;353 Stuart Trail;4702;QLD;Australia;3
499;9 Rowland Road;2133;NSW;Australia;10
500;830 Summit Center;3075;Victoria;Australia;7
501;4754 Moulton Alley;2069;NSW;Australia;9
502;808 Debra Center;3911;Victoria;Australia;10
503;8739 Service Park;2250;NSW;Australia;8
504;4 Thackeray Pass;2487;NSW;Australia;9
505;9 Bayside Hill;4123;QLD;Australia;6
506;20373 Kensington Pass;2151;NSW;Australia;8
507;7 Hooker Place;2428;NSW;Australia;3
508;089 Old Shore Point;3156;Victoria;Australia;8
509;5723 Raven Drive;3126;Victoria;Australia;12
510;08501 Kropf Trail;3152;Victoria;Australia;10
511;12845 Paget Lane;2026;NSW;Australia;12
512;1 Vidon Pass;2233;NSW;Australia;8
513;590 Hayes Court;2027;NSW;Australia;11
514;49503 Sachtjen Circle;4208;QLD;Australia;8
515;2595 Grover Drive;3124;Victoria;Australia;12
516;3169 Old Gate Point;2211;NSW;Australia;9
517;90974 Chinook Parkway;2564;NSW;Australia;8
518;75790 Towne Avenue;4221;QLD;Australia;9
519;62 Northport Lane;2049;NSW;Australia;10
520;84 Calypso Circle;3690;Victoria;Australia;5
521;81848 Amoth Road;3282;Victoria;Australia;2
522;27230 7th Place;2068;NSW;Australia;12
523;1 Cordelia Alley;2261;NSW;Australia;8
524;80 Lakewood Street;2576;NSW;Australia;10
525;66834 Melby Way;2160;NSW;Australia;9
526;35796 Buhler Plaza;3108;Victoria;Australia;10
527;306 Longview Street;2145;NSW;Australia;7
528;39632 Michigan Park;4165;QLD;Australia;5
529;1038 Hayes Point;2021;NSW;Australia;7
530;46 Eastlawn Lane;2218;NSW;Australia;11
531;12 Monument Alley;3124;Victoria;Australia;12
532;64700 2nd Alley;2145;NSW;Australia;7
533;999 Huxley Hill;2190;NSW;Australia;10
534;311 Emmet Point;4211;QLD;Australia;7
535;000 Jana Hill;3170;Victoria;Australia;9
536;7671 Oak Valley Junction;2170;NSW;Australia;9
537;8304 Derek Park;3130;Victoria;Australia;10
538;8635 Cody Crossing;2337;NSW;Australia;6
539;20 Debs Road;2307;NSW;Australia;4
